ID,Gender,Location,Employment_Type,Work_Format,Company_Size,Experience_Level,Sector,Position,Average_Salary,J,L,Average_Salary_Numeric
743,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Accounting Specialist,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
744,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,On Muhasebe,41.000-50.000 TL,111.000-150.000 TL,Almadım,45500.0
745,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Kredi Tahsis Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
746,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Satış Muhasebe Uzmanı,31.000-40.000 TL,71.000-90.000 TL,Almadım,35500.0
747,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Finans ve Muhasebe,Muhasebe Uzmanı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
748,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,7-9 Yıl,Finans ve Muhasebe,Uzman,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
749,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Ön Muhasebe - Genel Muhasebe,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
750,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Muhasebe Elemanı,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
751,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Denetim Ve Planlama,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
752,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Yönetici Yardımcısı,41.000-50.000 TL,111.000-150.000 TL,%11-%20,45500.0
753,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Data Analyst,31.000-40.000 TL,31.000-50.000 TL,Almadım,35500.0
754,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Servis Görevlisi/Asistan,31.000-40.000 TL,71.000-90.000 TL,%11-%20,35500.0
755,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Veri Analisti,51.000-60.000 TL,51.000-70.000 TL,%11-%20,55500.0
756,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Finans ve Muhasebe,Dijital Pazarlama Uzmanı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
757,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Muhasebeci,10.000-20.000 TL,Ek gelirim yok,Henuz belli degil,15000.0
758,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,12 ve ustu,Finans ve Muhasebe,Mali Müşavir,31.000-40.000 TL,20.000-30.000 TL,Almadım,35500.0
759,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Finans ve Muhasebe,Growth Specialist,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
760,Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,3-5 Yıl,Finans ve Muhasebe,Yazılım Test Uzmanı,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
761,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Hisse Araştırma Analisti,61.000-70.000 TL,150.000 TL ve üstü,%21-%35,65500.0
762,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Finans ve Muhasebe,Satış Destek Yetkilisi,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
763,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Bankacı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
764,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Finans ve Muhasebe,Muhasebe,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
765,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Ön Muhasebe Elemanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
766,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Veri Bilimci,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
767,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Product Owner,91.000-100.000 TL,91.000-110.000 TL,Almadım,95500.0
768,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Müşteri Temsilcisi,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
769,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Ürün Yönetimi Müdür Yardımcısı,61.000-70.000 TL,51.000-70.000 TL,%11-%20,65500.0
770,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Staj Muhasebe,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
771,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Müdür Yardımcısı,61.000-70.000 TL,51.000-70.000 TL,%21-%35,65500.0
772,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Finans ve Muhasebe,Genel Muhasebe Personeli,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
773,Kadın,Yurt dışı,Tam zamanlı,Uzaktan,100-149,3-5 Yıl,Finans ve Muhasebe,Marketing Specialist,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
774,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Bireysel Müşteri Temsilcisi,31.000-40.000 TL,51.000-70.000 TL,%21-%35,35500.0
775,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Bireysel Müşteri Temsilcisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
776,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Forensic Veri Analisti,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
777,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Finans ve Muhasebe,Muhasebe Ve Vergi Müdürü,81.000-90.000 TL,71.000-90.000 TL,%5-%10,85500.0
778,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Kıdemli İş Analisti,71.000-80.000 TL,Ek gelirim yok,%5-%10,75500.0
779,Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,5-7 Yıl,Finans ve Muhasebe,Muhasebe Uzmanı,41.000-50.000 TL,20.000-30.000 TL,Almadım,45500.0
780,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Yönetmen,71.000-80.000 TL,150.000 TL ve üstü,%21-%35,75500.0
781,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Finans Danışmanı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
782,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Finans ve Muhasebe,Üst Düzey Yönetici As.,61.000-70.000 TL,20.000-30.000 TL,%21-%35,65500.0
783,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Muhasebeci,31.000-40.000 TL,Ek gelirim yok,Henuz belli degil,35500.0
784,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Müşteri Temsilcisi,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
785,Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,9-12 Yıl,Finans ve Muhasebe,Accounting Supervisor,51.000-60.000 TL,Ek gelirim yok,%5-%10,55500.0
786,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Kıdemli Eğitim Teknologu,31.000-40.000 TL,71.000-90.000 TL,%21-%35,35500.0
787,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,İş Bankası Şube Müşteri Temsilcisi,31.000-40.000 TL,20.000-30.000 TL,%11-%20,35500.0
788,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Yatırım Bankacılığı Uzmanı,71.000-80.000 TL,150.000 TL ve üstü,%11-%20,75500.0
789,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Finans ve Muhasebe,Mali Müşavir,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
790,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Muhasebe Elemanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
791,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Finans ve Muhasebe,Yazılım Mühendisi,41.000-50.000 TL,20.000-30.000 TL,Henuz belli degil,45500.0
792,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Finans ve Muhasebe,Yatırım Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
793,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Banka Memuru,31.000-40.000 TL,51.000-70.000 TL,%11-%20,35500.0
794,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Uzman Yardımcısı,51.000-60.000 TL,111.000-150.000 TL,Almadım,55500.0
795,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Müşteri Temsilcisi,21.000-30.000 TL,20.000-30.000 TL,%21-%35,25500.0
796,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Veri Analisti,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
797,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Growth Sr. As. Manager,81.000-90.000 TL,111.000-150.000 TL,%11-%20,85500.0
799,Erkek,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,İş Süreçleri Analisti,91.000-100.000 TL,31.000-50.000 TL,%5-%10,95500.0
800,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Veri Analisti,51.000-60.000 TL,20.000-30.000 TL,%11-%20,55500.0
801,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Uzman Yardımcısı,41.000-50.000 TL,71.000-90.000 TL,%11-%20,45500.0
802,Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,3-5 Yıl,Finans ve Muhasebe,Mid Level Sofrware Engineer,41.000-50.000 TL,31.000-50.000 TL,Almadım,45500.0
803,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Audit Assistant,21.000-30.000 TL,20.000-30.000 TL,Henuz belli degil,25500.0
804,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Müşteri İlişkileri Sorumlusu,21.000-30.000 TL,51.000-70.000 TL,Henuz belli degil,25500.0
805,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Danışman,81.000-90.000 TL,150.000 TL ve üstü,%21-%35,85500.0
806,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Internal Auditor,71.000-80.000 TL,71.000-90.000 TL,%11-%20,75500.0
807,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Muhasebe Uzman Yardımcısı,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
808,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Uzman,51.000-60.000 TL,Ek gelirim yok,Almadım,55500.0
809,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Finans Danışmanı,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
810,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Auditör,31.000-40.000 TL,Ek gelirim yok,%51-%70,35500.0
811,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Uzman Yardımcısı,31.000-40.000 TL,31.000-50.000 TL,Henuz belli degil,35500.0
812,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,İnsan Kaynakları Yönetici Yardımcısı,31.000-40.000 TL,150.000 TL ve üstü,Almadım,35500.0
813,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Vergi Denetçisi,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
814,Erkek,Türkiye,Tam zamanlı,Hybrid,150-199,1-3 Yıl,Finans ve Muhasebe,Crm&Analitik Uzmanı,51.000-60.000 TL,51.000-70.000 TL,%21-%35,55500.0
815,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Crm Marketing Specialist,31.000-40.000 TL,20.000-30.000 TL,%11-%20,35500.0
816,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Data Analyst,21.000-30.000 TL,Ek gelirim yok,%21-%35,25500.0
817,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Uyum Yönetmeni,61.000-70.000 TL,Ek gelirim yok,%11-%20,65500.0
818,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Associate Finansal Planlama Müdürü,41.000-50.000 TL,71.000-90.000 TL,%11-%20,45500.0
819,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Muhasebe Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
820,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Bireysel Müşteri Temsilcisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
821,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Finans ve Muhasebe,Muhasebe Uzmanı,31.000-40.000 TL,Ek gelirim yok,%21-%35,35500.0
822,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Müşteri Edinim Yetkilisi,21.000-30.000 TL,71.000-90.000 TL,%11-%20,25500.0
823,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Dijital Kanal Yönetici,101.000-120.000 TL,150.000 TL ve üstü,%11-%20,110500.0
824,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Yönetmen,51.000-60.000 TL,71.000-90.000 TL,%21-%35,55500.0
825,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Yatırım Uzmanı,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
826,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Bölge Yetkilisi,41.000-50.000 TL,31.000-50.000 TL,%36-%50,45500.0
827,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Gıda ve İçecek,R&D Engineer,51.000-60.000 TL,111.000-150.000 TL,%11-%20,55500.0
828,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Gıda ve İçecek,Operatör,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
829,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,9-12 Yıl,Gıda ve İçecek,Project Executive,91.000-100.000 TL,150.000 TL ve üstü,%21-%35,95500.0
830,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Gıda ve İçecek,Gıda Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
831,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Gıda Mühendisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
832,Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Üretim Planlama,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
833,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Gıda ve İçecek,Müdür Yardımcısı,21.000-30.000 TL,Ek gelirim yok,%36-%50,25500.0
834,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Gıda Mühendisi,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
835,Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,12 ve ustu,Gıda ve İçecek,Muhasebecinize Yöneticisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
836,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Şef Garson,21.000-30.000 TL,91.000-110.000 TL,%5-%10,25500.0
837,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Gıda ve İçecek,Pazarlama Stajyeri,10.000-20.000 TL,20.000-30.000 TL,Almadım,15000.0
838,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Grafik Tasarımcı,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
839,Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,1-3 Yıl,Gıda ve İçecek,Yönetici,51.000-60.000 TL,Ek gelirim yok,Henuz belli degil,55500.0
840,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Gıda ve İçecek,Ar-Ge Uzmanı,41.000-50.000 TL,Ek gelirim yok,Almadım,45500.0
841,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Gıda ve İçecek,Customer Service Supervisor,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
842,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Gıda ve İçecek,Diyetisyen,21.000-30.000 TL,20.000-30.000 TL,Henuz belli degil,25500.0
843,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Proje Yöneticisi,31.000-40.000 TL,31.000-50.000 TL,%11-%20,35500.0
844,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Kalite Güvence Ve Arge,21.000-30.000 TL,Ek gelirim yok,%5-%10,25500.0
845,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Gıda ve İçecek,Muhasebe Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
846,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Proje Yönetici Asistanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
847,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,İş Analisti,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
848,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Garson,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
849,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Gıda ve İçecek,E Ticaret Uzmanı,21.000-30.000 TL,20.000-30.000 TL,Almadım,25500.0
850,Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Gıda Mühendisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
851,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Gıda Mühendisi Planlama Şefi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
852,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Depo Raporlama Ve Planlama Personeli,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
853,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Gıda ve İçecek,Mağaza Müdür Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,%5-%10,25500.0
854,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Gıda ve İçecek,Üretim Yöneticisi,41.000-50.000 TL,31.000-50.000 TL,%21-%35,45500.0
855,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Satış Sorumlusu,31.000-40.000 TL,150.000 TL ve üstü,%36-%50,35500.0
856,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Cost Controller,21.000-30.000 TL,Ek gelirim yok,%11-%20,25500.0
857,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Gıda ve İçecek,Satış Danışmanı,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
858,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Gıda ve İçecek,Ar-Ge Yöneticisi,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
859,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Gıda ve İçecek,Müşteri Geri Kazanım Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
860,Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Satış Personeli,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
861,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Gıda ve İçecek,Muhasebeci,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
862,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Gıda ve İçecek,Kalite Müdürü,51.000-60.000 TL,51.000-70.000 TL,Almadım,55500.0
863,Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Gıda ve İçecek,Satın Alma Ve Tedarik Zinciri Koordinatörü,31.000-40.000 TL,31.000-50.000 TL,Almadım,35500.0
864,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Gıda ve İçecek,Üretim Planlama Uzman Yardımcısı,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
865,Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Gıda ve İçecek,Kalite Kontrol Mühendisi,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
866,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Gıda ve İçecek,İnovasyon Yöneticisi,81.000-90.000 TL,111.000-150.000 TL,%11-%20,85500.0
867,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Arge Mühendisi,31.000-40.000 TL,Ek gelirim yok,Almadım,35500.0
868,Erkek,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Gıda ve İçecek,Üretim Mühendisi,41.000-50.000 TL,Ek gelirim yok,%11-%20,45500.0
869,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Customer Services Specialist,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
870,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Dijital Pazarlama Uzmanı,21.000-30.000 TL,Ek gelirim yok,Henuz belli degil,25500.0
871,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Planning Associate,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
872,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Üretim Şefi,51.000-60.000 TL,Ek gelirim yok,%21-%35,55500.0
873,Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Stajyer,10.000-20.000 TL,Ek gelirim yok,Almadım,15000.0
874,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Gıda ve İçecek,Uzman Pozisyon,51.000-60.000 TL,Ek gelirim yok,%21-%35,55500.0
875,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Gıda ve İçecek,Personel,10.000-20.000 TL,Ek gelirim yok,%5-%10,15000.0
876,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Gıda ve İçecek,Insan Kaynakları Uzmanı,41.000-50.000 TL,Ek gelirim yok,%21-%35,45500.0
877,Erkek,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Gıda ve İçecek,Satış Ve Pazarlama,21.000-30.000 TL,Ek gelirim yok,Almadım,25500.0
878,Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,Şube Yöneticisi,31.000-40.000 TL,Ek gelirim yok,%5-%10,35500.0
879,Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Gıda ve İçecek,Müşteri Hizmetleri Uzmanı,51.000-60.000 TL,Ek gelirim yok,%11-%20,55500.0
880,Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Gıda ve İçecek,Pazarlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,%11-%20,35500.0
881,Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,İş Analisti,41.000-50.000 TL,20.000-30.000 TL,%11-%20,45500.0
882,Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Gıda ve İçecek,Hazine Ve Finans Uzmanı,41.000-50.000 TL,Ek gelirim yok,%5-%10,45500.0
